country,year,nitrous_oxide,co2_emissions,agricultural_land,greenhouse_gas_emissions,cereal_yield,population_growth,arable_land,urban_population,GDP,fresh_water
United Arab Emirates,2017,,,,,,,0.626584060827936,,,
United Arab Emirates,2016,,,,,,,0.626584060827936,,,
United Arab Emirates,2015,,,,,,,0.620951844550831,,,
United Arab Emirates,2014,,,,,,,0.619543790481555,,,
United Arab Emirates,2013,,,,,,,0.528020275978598,,,
United Arab Emirates,2012,,,,,,,0.522388059701493,,,
United Arab Emirates,2011,,,,,,,0.635032385243593,,,
United Arab Emirates,2010,,,,,,,0.712475359053788,,,
United Arab Emirates,2009,,,,,,,0.702618980568854,,,
United Arab Emirates,2008,,,,,,,0.72655589974655,,,
United Arab Emirates,2007,,,,,,,0.627992114897212,,,
United Arab Emirates,2006,,,,,,,0.712475359053788,,,
United Arab Emirates,2005,,,,,,,0.957476767107857,,,
United Arab Emirates,2004,,,,,,,0.887074063644044,,,
United Arab Emirates,2003,,,,,,,0.901154604336806,,,
United Arab Emirates,2002,,,,,,,1.0560405519572,,,
United Arab Emirates,2001,,,,,,,0.999718389186145,,,
United Arab Emirates,2000,,,,,,,0.844832441565756,,,
United Arab Emirates,1999,,,,,,,0.605463249788792,,,
United Arab Emirates,1998,,,,,,,0.506899464939454,,,
United Arab Emirates,1997,,,,,,,0.633624331174317,,,
United Arab Emirates,1996,,,,,,,0.64770487186708,,,
United Arab Emirates,1995,,,,,,,0.605463249788792,,,
United Arab Emirates,1994,,,,,,,0.591382709096029,,,
United Arab Emirates,1993,,,,,,,0.563221627710504,,,
United Arab Emirates,1992,,,,,,,0.535060546324979,,,
United Arab Emirates,1991,,,,,,,0.492818924246691,,,
United Arab Emirates,1990,,,,,,,0.492818924246691,,,
Armenia,2020,,,,,,,15.595363540569,,,
Armenia,2019,,,,,,,15.6234632946962,,,
Armenia,2018,,,,,,,15.6515630488233,,,
Armenia,2017,,,,,,,15.6656129258869,,,
Armenia,2016,,,,,,,15.6796628029505,,,
Armenia,2015,,,,,,,15.6902002107482,,,
Armenia,2014,,,,,,,15.7182999648753,,,
Armenia,2013,,,,,,,15.7428872497366,,,
Armenia,2012,,,,,,,15.7499121882684,,,
Armenia,2011,,,,,,,15.7780119423955,,,
Armenia,2010,,,,,,,15.7534246575342,,,
Armenia,2009,,,,,,,15.7850368809273,,,
Armenia,2008,,,,,,,15.8201615735862,,,
Armenia,2007,,,,,,,15.8798735511064,,,
Armenia,2006,,,,,,,15.9079733052336,,,
Armenia,2005,,,,,,,15.9817351598174,,,
Armenia,2004,,,,,,,15.9817351598174,,,
Armenia,2003,,,,,,,15.9817351598174,,,
Armenia,2002,,,,,,,15.9817351598174,,,
Armenia,2001,,,,,,,15.9817351598174,,,
Armenia,2000,,,,,,,15.8061116965227,,,
Armenia,1999,,,,,,,15.8061116965227,,,
Armenia,1998,,,,,,,15.9817351598174,,,
Armenia,1997,,,,,,,15.9817351598174,,,
Armenia,1996,,,,,,,15.8061116965227,,,
Armenia,1995,,,,,,,15.2792413066386,,,
Armenia,1994,,,,,,,15.2792413066386,,,
Armenia,1993,,,,,,,15.2089919213207,,,
Armenia,1992,,,,,,,14.8577449947313,,,
Armenia,1991,,,,,,,,,,
Armenia,1990,,,,,,,,,,
Belgium,2020,,,,,,,28.5626354029062,,,
Belgium,2019,,,,,,,28.3119550858653,,,
Belgium,2018,,,,,,,28.0713342140026,,,
Belgium,2017,,,,,,,27.6089828269485,,,
Belgium,2016,,,,,,,28.0515191545575,,,
Belgium,2015,,,,,,,27.3943196829591,,,
Belgium,2014,,,,,,,26.9815059445178,,,
Belgium,2013,,,,,,,26.9484808454425,,,
Belgium,2012,,,,,,,26.5191545574637,,,
Belgium,2011,,,,,,,27.2457067371202,,,
Belgium,2010,,,,,,,27.5429326287979,,,
Belgium,2009,,,,,,,27.7410832232497,,,
Belgium,2008,,,,,,,27.8731836195509,,,
Belgium,2007,,,,,,,27.7080581241744,,,
Belgium,2006,,,,,,,27.8071334214003,,,
Belgium,2005,,,,,,,27.8401585204756,,,
Belgium,2004,,,,,,,27.7410832232497,,,
Belgium,2003,,,,,,,27.5759577278732,,,
Belgium,2002,,,,,,,27.4768824306473,,,
Belgium,2001,,,,,,,27.9062087186262,,,
Belgium,2000,,,,,,,28.4676354029062,,,
Belgium,1999,,,,,,,26.599634369287,,,
Belgium,1998,,,,,,,26.599634369287,,,
Belgium,1997,,,,,,,26.508226691042,,,
Belgium,1996,,,,,,,26.2644728823888,,,
Belgium,1995,,,,,,,26.6301035953687,,,
Belgium,1994,,,,,,,28.6410725167581,,,
Belgium,1993,,,,,,,25.624619134674,,,
Belgium,1992,,,,,,,25.3503960999391,,,
Belgium,1991,,,,,,,23.1566118220597,,,
Belgium,1990,,,,,,,23.3394271785497,,,
France,2020,,,,,,,32.793955697763,,,
France,2019,,,,,,,32.9920410112555,,,
France,2018,,,,,,,33.1041334509467,,,
France,2017,,,,,,,33.7213605158915,,,
France,2016,,,,,,,33.5232971179256,,,
France,2015,,,,,,,33.7475367861245,,,
France,2014,,,,,,,33.4816283966783,,,
France,2013,,,,,,,33.4315879442688,,,
France,2012,,,,,,,33.3877568910634,,,
France,2011,,,,,,,33.3744249457134,,,
France,2010,,,,,,,33.422456474851,,,
France,2009,,,,,,,33.3411863970326,,,
France,2008,,,,,,,33.3640150705771,,,
France,2007,,,,,,,33.3959752135394,,,
France,2006,,,,,,,33.4924035305913,,,
France,2005,,,,,,,33.5628984744967,,,
France,2004,,,,,,,33.5447534274345,,,
France,2003,,,,,,,33.5022916145707,,,
France,2002,,,,,,,33.5511453392918,,,
France,2001,,,,,,,33.5043930697065,,,
France,2000,,,,,,,33.5199162842173,,,
France,1999,,,,,,,33.5176033574035,,,
France,1998,,,,,,,33.4535014957101,,,
France,1997,,,,,,,33.3660234565331,,,
France,1996,,,,,,,33.2471336788625,,,
France,1995,,,,,,,33.18887586154,,,
France,1994,,,,,,,33.0484361702516,,,
France,1993,,,,,,,32.9344773050189,,,
France,1992,,,,,,,32.5931485884807,,,
France,1991,,,,,,,32.5646588721725,,,
France,1990,,,,,,,32.4797376024078,,,
"Hong Kong SAR, China",2020,,,,,,,1.9047619047619,,,
"Hong Kong SAR, China",2019,,,,,,,2.85714285714286,,,
"Hong Kong SAR, China",2018,,,,,,,2.85714285714286,,,
"Hong Kong SAR, China",2017,,,,,,,2.95238095238095,,,
"Hong Kong SAR, China",2016,,,,,,,2.85714285714286,,,
"Hong Kong SAR, China",2015,,,,,,,2.95238095238095,,,
"Hong Kong SAR, China",2014,,,,,,,2.95238095238095,,,
"Hong Kong SAR, China",2013,,,,,,,2.95238095238095,,,
"Hong Kong SAR, China",2012,,,,,,,2.95238095238095,,,
"Hong Kong SAR, China",2011,,,,,,,3.33333333333333,,,
"Hong Kong SAR, China",2010,,,,,,,3.33333333333333,,,
"Hong Kong SAR, China",2009,,,,,,,3.80952380952381,,,
"Hong Kong SAR, China",2008,,,,,,,3.80952380952381,,,
"Hong Kong SAR, China",2007,,,,,,,3.80952380952381,,,
"Hong Kong SAR, China",2006,,,,,,,3.80952380952381,,,
"Hong Kong SAR, China",2005,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",2004,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",2003,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",2002,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",2001,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",2000,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",1999,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",1998,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",1997,,,,,,,4.76190476190476,,,
"Hong Kong SAR, China",1996,,,,,,,5.71428571428571,,,
"Hong Kong SAR, China",1995,,,,,,,5.71428571428571,,,
"Hong Kong SAR, China",1994,,,,,,,6.06060606060606,,,
"Hong Kong SAR, China",1993,,,,,,,6.06060606060606,,,
"Hong Kong SAR, China",1992,,,,,,,6.06060606060606,,,
"Hong Kong SAR, China",1991,,,,,,,6.06060606060606,,,
"Hong Kong SAR, China",1990,,,,,,,6.06060606060606,,,
Indonesia,2020,,,,,,,14.0078475903573,,,
Indonesia,2019,,,,,,,14.0078475903573,,,
Indonesia,2018,,,,,,,14.0078475903573,,,
Indonesia,2017,,,,,,,14.0078475903573,,,
Indonesia,2016,,,,,,,13.4219680333461,,,
Indonesia,2015,,,,,,,12.6763031426047,,,
Indonesia,2014,,,,,,,12.5165178088744,,,
Indonesia,2013,,,,,,,12.5165178088744,,,
Indonesia,2012,,,,,,,12.5165178088744,,,
Indonesia,2011,,,,,,,12.5165178088744,,,
Indonesia,2010,,,,,,,12.5697795867845,,,
Indonesia,2009,,,,,,,12.5697795867845,,,
Indonesia,2008,,,,,,,12.0904235855935,,,
Indonesia,2007,,,,,,,11.7175911402228,,,
Indonesia,2006,,,,,,,11.4512822506723,,,
Indonesia,2005,,,,,,,12.2214475592524,,,
Indonesia,2004,,,,,,,13.1375501393062,,,
Indonesia,2003,,,,,,,11.9338339585378,,,
Indonesia,2002,,,,,,,10.6954976221279,,,
Indonesia,2001,,,,,,,10.7588791378409,,,
Indonesia,2000,,,,,,,10.9186644715713,,,
Indonesia,1999,,,,,,,10.874545283925,,,
Indonesia,1998,,,,,,,10.3225379091065,,,
Indonesia,1997,,,,,,,10.2121364341428,,,
Indonesia,1996,,,,,,,9.9035643116192,,,
Indonesia,1995,,,,,,,9.5729118941029,,,
Indonesia,1994,,,,,,,9.4536783011421,,,
Indonesia,1993,,,,,,,10.0073416980851,,,
Indonesia,1992,,,,,,,9.99133348421535,,,
Indonesia,1991,,,,,,,9.9808453440938,,,
Indonesia,1990,,,,,,,11.1798053621996,,,
Kenya,2020,,,,,,,10.1908142109147,,,
Kenya,2019,,,,,,,10.1908142109147,,,
Kenya,2018,,,,,,,10.1908142109147,,,
Kenya,2017,,,,,,,10.1908142109147,,,
Kenya,2016,,,,,,,10.1908142109147,,,
Kenya,2015,,,,,,,10.1908142109147,,,
Kenya,2014,,,,,,,10.1908142109147,,,
Kenya,2013,,,,,,,10.1908142109147,,,
Kenya,2012,,,,,,,10.3665179042063,,,
Kenya,2011,,,,,,,10.1908142109147,,,
Kenya,2010,,,,,,,9.66370313103982,,,
Kenya,2009,,,,,,,9.66370313103982,,,
Kenya,2008,,,,,,,9.31229574445655,,,
Kenya,2007,,,,,,,9.31229574445655,,,
Kenya,2006,,,,,,,9.32986611378571,,,
Kenya,2005,,,,,,,9.24904241487156,,,
Kenya,2004,,,,,,,9.23850019327406,,,
Kenya,2003,,,,,,,9.04171205678743,,,
Kenya,2002,,,,,,,8.94507502547703,,,
Kenya,2001,,,,,,,9.01008539199494,,,
Kenya,2000,,,,,,,8.59366763889377,,,
Kenya,1999,,,,,,,8.95386021014162,,,
Kenya,1998,,,,,,,8.21941877218259,,,
Kenya,1997,,,,,,,8.45837579505921,,,
Kenya,1996,,,,,,,8.20711951365218,,,
Kenya,1995,,,,,,,9.554766841199,,,
Kenya,1994,,,,,,,9.57936535825983,,,
Kenya,1993,,,,,,,8.89060688055663,,,
Kenya,1992,,,,,,,9.29823944899322,,,
Kenya,1991,,,,,,,8.95561724707453,,,
Kenya,1990,,,,,,,8.76761429525249,,,
Nepal,2020,,,,,,,14.7450296477154,,,
Nepal,2019,,,,,,,14.7450296477154,,,
Nepal,2018,,,,,,,14.7450296477154,,,
Nepal,2017,,,,,,,14.7450296477154,,,
Nepal,2016,,,,,,,14.7450296477154,,,
Nepal,2015,,,,,,,14.7450296477154,,,
Nepal,2014,,,,,,,14.7450296477154,,,
Nepal,2013,,,,,,,14.7471224276247,,,
Nepal,2012,,,,,,,14.7750261597489,,,
Nepal,2011,,,,,,,15.0868503662365,,,
Nepal,2010,,,,,,,15.2075340076735,,,
Nepal,2009,,,,,,,15.3470526682944,,,
Nepal,2008,,,,,,,15.4865713289152,,,
Nepal,2007,,,,,,,15.6260899895361,,,
Nepal,2006,,,,,,,15.765608650157,,,
Nepal,2005,,,,,,,15.9051273107778,,,
Nepal,2004,,,,,,,16.0446459713987,,,
Nepal,2003,,,,,,,16.1492849668643,,,
Nepal,2002,,,,,,,16.2888036274852,,,
Nepal,2001,,,,,,,16.428322288106,,,
Nepal,2000,,,,,,,16.421346355075,,,
Nepal,1999,,,,,,,16.4363636363636,,,
Nepal,1998,,,,,,,16.4132867132867,,,
Nepal,1997,,,,,,,16.3902097902098,,,
Nepal,1996,,,,,,,16.3671328671329,,,
Nepal,1995,,,,,,,16.3440559440559,,,
Nepal,1994,,,,,,,16.320979020979,,,
Nepal,1993,,,,,,,16.2979020979021,,,
Nepal,1992,,,,,,,16.2748251748252,,,
Nepal,1991,,,,,,,16.2517482517483,,,
Nepal,1990,,,,,,,16.2265734265734,,,
Saudi Arabia,2020,,,,,,,1.59577283236188,,,
Saudi Arabia,2019,,,,,,,1.59577283236188,,,
Saudi Arabia,2018,,,,,,,1.59577283236188,,,
Saudi Arabia,2017,,,,,,,1.59928552488964,,,
Saudi Arabia,2016,,,,,,,1.61744251496727,,,
Saudi Arabia,2015,,,,,,,1.62348989854351,,,
Saudi Arabia,2014,,,,,,,1.59557889742242,,,
Saudi Arabia,2013,,,,,,,1.42718252399183,,,
Saudi Arabia,2012,,,,,,,1.44997650824072,,,
Saudi Arabia,2011,,,,,,,1.46951420902549,,,
Saudi Arabia,2010,,,,,,,1.47928305941787,,,
Saudi Arabia,2009,,,,,,,1.48672599305016,,,
Saudi Arabia,2008,,,,,,,1.55324721238876,,,
Saudi Arabia,2007,,,,,,,1.60302183105471,,,
Saudi Arabia,2006,,,,,,,1.60488256446278,,,
Saudi Arabia,2005,,,,,,,1.62814173206369,,,
Saudi Arabia,2004,,,,,,,1.62814173206369,,,
Saudi Arabia,2003,,,,,,,1.67466006726551,,,
Saudi Arabia,2002,,,,,,,1.67466006726551,,,
Saudi Arabia,2001,,,,,,,1.67466006726551,,,
Saudi Arabia,2000,,,,,,,1.67093860044937,,,
Saudi Arabia,1999,,,,,,,1.6718689671534,,,
Saudi Arabia,1998,,,,,,,1.69187185129019,,,
Saudi Arabia,1997,,,,,,,1.69280221799422,,,
Saudi Arabia,1996,,,,,,,1.69605850145835,,,
Saudi Arabia,1995,,,,,,,1.70024515162651,,,
Saudi Arabia,1994,,,,,,,1.70582735185073,,,
Saudi Arabia,1993,,,,,,,1.70815326861082,,,
Saudi Arabia,1992,,,,,,,1.69791923486642,,,
Saudi Arabia,1991,,,,,,,1.66489121687313,,,
Saudi Arabia,1990,,,,,,,1.57697156334169,,,
Sweden,2020,,,,,,,6.23288151999232,,,
Sweden,2019,,,,,,,6.23673544028621,,,
Sweden,2018,,,,,,,6.24091234149935,,,
Sweden,2017,,,,,,,6.27312362868792,,,
Sweden,2016,,,,,,,6.29882882509526,,,
Sweden,2015,,,,,,,6.32242261090945,,,
Sweden,2014,,,,,,,6.33557200538028,,,
Sweden,2013,,,,,,,6.35494158806519,,,
Sweden,2012,,,,,,,6.36765824691283,,,
Sweden,2011,,,,,,,6.39294426740138,,,
Sweden,2010,,,,,,,6.428541092361,,,
Sweden,2009,,,,,,,6.45088116871496,,,
Sweden,2008,,,,,,,6.41896677392358,,,
Sweden,2007,,,,,,,6.45996449646327,,,
Sweden,2006,,,,,,,6.49457934004468,,,
Sweden,2005,,,,,,,6.59670540337708,,,
Sweden,2004,,,,,,,6.49507033073378,,,
Sweden,2003,,,,,,,6.48500502160727,,,
Sweden,2002,,,,,,,6.5166739210541,,,
Sweden,2001,,,,,,,6.57632928977951,,,
Sweden,2000,,,,,,,6.38116049086303,,,
Sweden,1999,,,,,,,6.73639225442548,,,
Sweden,1998,,,,,,,6.82722553190863,,,
Sweden,1997,,,,,,,6.86404983359098,,,
Sweden,1996,,,,,,,6.89596422838236,,,
Sweden,1995,,,,,,,6.78549132333529,,,
Sweden,1994,,,,,,,6.81740571812666,,,
Sweden,1993,,,,,,,6.81740571812666,,,
Sweden,1992,,,,,,,6.78794627678078,,,
Sweden,1991,,,,,,,6.84195525258157,,,
Sweden,1990,,,,,,,6.97452273863805,,,
Eswatini,2020,,,,,,,10.1744186046512,,,
Eswatini,2019,,,,,,,10.1744186046512,,,
Eswatini,2018,,,,,,,10.1744186046512,,,
Eswatini,2017,,,,,,,10.1744186046512,,,
Eswatini,2016,,,,,,,10.1744186046512,,,
Eswatini,2015,,,,,,,10.1744186046512,,,
Eswatini,2014,,,,,,,10.1744186046512,,,
Eswatini,2013,,,,,,,10.1744186046512,,,
Eswatini,2012,,,,,,,10.1744186046512,,,
Eswatini,2011,,,,,,,10.1744186046512,,,
Eswatini,2010,,,,,,,10.1744186046512,,,
Eswatini,2009,,,,,,,10.1744186046512,,,
Eswatini,2008,,,,,,,10.3488372093023,,,
Eswatini,2007,,,,,,,10.3488372093023,,,
Eswatini,2006,,,,,,,10.3488372093023,,,
Eswatini,2005,,,,,,,10.3488372093023,,,
Eswatini,2004,,,,,,,10.3488372093023,,,
Eswatini,2003,,,,,,,10.3488372093023,,,
Eswatini,2002,,,,,,,10.3488372093023,,,
Eswatini,2001,,,,,,,10.3488372093023,,,
Eswatini,2000,,,,,,,10.3488372093023,,,
Eswatini,1999,,,,,,,10.3488372093023,,,
Eswatini,1998,,,,,,,10.3488372093023,,,
Eswatini,1997,,,,,,,10.3488372093023,,,
Eswatini,1996,,,,,,,10.3488372093023,,,
Eswatini,1995,,,,,,,10.3488372093023,,,
Eswatini,1994,,,,,,,10.3488372093023,,,
Eswatini,1993,,,,,,,10.3488372093023,,,
Eswatini,1992,,,,,,,10.406976744186,,,
Eswatini,1991,,,,,,,10.6395348837209,,,
Eswatini,1990,,,,,,,10.4651162790698,,,
Tajikistan,2020,,,,,,,6.0479861661503,,,
Tajikistan,2019,,,,,,,6.08257079040277,,,
Tajikistan,2018,,,,,,,6.0479861661503,,,
Tajikistan,2017,,,,,,,6.0371784710714,,,
Tajikistan,2016,,,,,,,6.16759132502342,,,
Tajikistan,2015,,,,,,,5.97161178759277,,,
Tajikistan,2014,,,,,,,5.76571123888577,,,
Tajikistan,2013,,,,,,,5.49728493855387,,,
Tajikistan,2012,,,,,,,5.2772220634467,,,
Tajikistan,2011,,,,,,,5.31008859674193,,,
Tajikistan,2010,,,,,,,5.33652472134896,,,
Tajikistan,2009,,,,,,,5.36867676478994,,,
Tajikistan,2008,,,,,,,5.29436981994856,,,
Tajikistan,2007,,,,,,,5.33009431266076,,,
Tajikistan,2006,,,,,,,5.26579022577879,,,
Tajikistan,2005,,,,,,,5.40868819662761,,,
Tajikistan,2004,,,,,,,5.55873106601886,,,
Tajikistan,2003,,,,,,,5.58731066018863,,,
Tajikistan,2002,,,,,,,5.58016576164618,,,
Tajikistan,2001,,,,,,,5.59445555873107,,,
Tajikistan,2000,,,,,,,5.60160045727351,,,
Tajikistan,1999,,,,,,,5.60160045727351,,,
Tajikistan,1998,,,,,,,5.60160045727351,,,
Tajikistan,1997,,,,,,,5.79451271791941,,,
Tajikistan,1996,,,,,,,5.79451271791941,,,
Tajikistan,1995,,,,,,,6.03029436981995,,,
Tajikistan,1994,,,,,,,6.07316376107459,,,
Tajikistan,1993,,,,,,,6.20891683338097,,,
Tajikistan,1992,,,,,,,6.144612746499,,,
Tajikistan,1991,,,,,,,,,,
Tajikistan,1990,,,,,,,,,,
United Arab Emirates,2020,,,,,,,,87.048,,
United Arab Emirates,2019,,,,,,,,86.789,,
United Arab Emirates,2018,,,,,,,,86.522,,
United Arab Emirates,2017,,,,,,,,86.248,,
United Arab Emirates,2016,,,,,,,,85.965,,
United Arab Emirates,2015,,,,,,,,85.674,,
United Arab Emirates,2014,,,,,,,,85.375,,
United Arab Emirates,2013,,,,,,,,85.066,,
United Arab Emirates,2012,,,,,,,,84.749,,
United Arab Emirates,2011,,,,,,,,84.423,,
United Arab Emirates,2010,,,,,,,,84.087,,
United Arab Emirates,2009,,,,,,,,83.742,,
United Arab Emirates,2008,,,,,,,,83.387,,
United Arab Emirates,2007,,,,,,,,83.023,,
United Arab Emirates,2006,,,,,,,,82.648,,
United Arab Emirates,2005,,,,,,,,82.262,,
United Arab Emirates,2004,,,,,,,,81.871,,
United Arab Emirates,2003,,,,,,,,81.472,,
United Arab Emirates,2002,,,,,,,,81.067,,
United Arab Emirates,2001,,,,,,,,80.655,,
United Arab Emirates,2000,,,,,,,,80.236,,
United Arab Emirates,1999,,,,,,,,79.81,,
United Arab Emirates,1998,,,,,,,,79.378,,
United Arab Emirates,1997,,,,,,,,78.938,,
United Arab Emirates,1996,,,,,,,,78.493,,
United Arab Emirates,1995,,,,,,,,78.319,,
United Arab Emirates,1994,,,,,,,,78.467,,
United Arab Emirates,1993,,,,,,,,78.614,,
United Arab Emirates,1992,,,,,,,,78.76,,
United Arab Emirates,1991,,,,,,,,78.906,,
United Arab Emirates,1990,,,,,,,,79.051,,
Armenia,2020,,,,,,,,63.313,,
Armenia,2019,,,,,,,,63.219,,
Armenia,2018,,,,,,,,63.149,,
Armenia,2017,,,,,,,,63.103,,
Armenia,2016,,,,,,,,63.082,,
Armenia,2015,,,,,,,,63.085,,
Armenia,2014,,,,,,,,63.112,,
Armenia,2013,,,,,,,,63.164,,
Armenia,2012,,,,,,,,63.24,,
Armenia,2011,,,,,,,,63.34,,
Armenia,2010,,,,,,,,63.44,,
Armenia,2009,,,,,,,,63.54,,
Armenia,2008,,,,,,,,63.64,,
Armenia,2007,,,,,,,,63.739,,
Armenia,2006,,,,,,,,63.839,,
Armenia,2005,,,,,,,,63.938,,
Armenia,2004,,,,,,,,64.038,,
Armenia,2003,,,,,,,,64.137,,
Armenia,2002,,,,,,,,64.236,,
Armenia,2001,,,,,,,,64.385,,
Armenia,2000,,,,,,,,64.666,,
Armenia,1999,,,,,,,,64.947,,
Armenia,1998,,,,,,,,65.226,,
Armenia,1997,,,,,,,,65.504,,
Armenia,1996,,,,,,,,65.781,,
Armenia,1995,,,,,,,,66.057,,
Armenia,1994,,,,,,,,66.332,,
Armenia,1993,,,,,,,,66.606,,
Armenia,1992,,,,,,,,66.878,,
Armenia,1991,,,,,,,,67.15,,
Armenia,1990,,,,,,,,67.421,,
Belgium,2020,,,,,,,,98.079,,
Belgium,2019,,,,,,,,98.041,,
Belgium,2018,,,,,,,,98.001,,
Belgium,2017,,,,,,,,97.961,,
Belgium,2016,,,,,,,,97.919,,
Belgium,2015,,,,,,,,97.876,,
Belgium,2014,,,,,,,,97.833,,
Belgium,2013,,,,,,,,97.789,,
Belgium,2012,,,,,,,,97.744,,
Belgium,2011,,,,,,,,97.698,,
Belgium,2010,,,,,,,,97.651,,
Belgium,2009,,,,,,,,97.603,,
Belgium,2008,,,,,,,,97.555,,
Belgium,2007,,,,,,,,97.505,,
Belgium,2006,,,,,,,,97.454,,
Belgium,2005,,,,,,,,97.403,,
Belgium,2004,,,,,,,,97.35,,
Belgium,2003,,,,,,,,97.296,,
Belgium,2002,,,,,,,,97.241,,
Belgium,2001,,,,,,,,97.186,,
Belgium,2000,,,,,,,,97.129,,
Belgium,1999,,,,,,,,97.065,,
Belgium,1998,,,,,,,,96.996,,
Belgium,1997,,,,,,,,96.924,,
Belgium,1996,,,,,,,,96.851,,
Belgium,1995,,,,,,,,96.777,,
Belgium,1994,,,,,,,,96.7,,
Belgium,1993,,,,,,,,96.622,,
Belgium,1992,,,,,,,,96.542,,
Belgium,1991,,,,,,,,96.461,,
Belgium,1990,,,,,,,,96.377,,
France,2020,,,,,,,,80.975,,
France,2019,,,,,,,,80.709,,
France,2018,,,,,,,,80.444,,
France,2017,,,,,,,,80.18,,
France,2016,,,,,,,,79.917,,
France,2015,,,,,,,,79.655,,
France,2014,,,,,,,,79.394,,
France,2013,,,,,,,,79.135,,
France,2012,,,,,,,,78.878,,
France,2011,,,,,,,,78.622,,
France,2010,,,,,,,,78.369,,
France,2009,,,,,,,,78.117,,
France,2008,,,,,,,,77.868,,
France,2007,,,,,,,,77.621,,
France,2006,,,,,,,,77.377,,
France,2005,,,,,,,,77.13,,
France,2004,,,,,,,,76.883,,
France,2003,,,,,,,,76.632,,
France,2002,,,,,,,,76.38,,
France,2001,,,,,,,,76.127,,
France,2000,,,,,,,,75.871,,
France,1999,,,,,,,,75.614,,
France,1998,,,,,,,,75.417,,
France,1997,,,,,,,,75.25,,
France,1996,,,,,,,,75.082,,
France,1995,,,,,,,,74.912,,
France,1994,,,,,,,,74.743,,
France,1993,,,,,,,,74.572,,
France,1992,,,,,,,,74.401,,
France,1991,,,,,,,,74.229,,
France,1990,,,,,,,,74.056,,
"Hong Kong SAR, China",2020,,,,,,,,100.0,,
"Hong Kong SAR, China",2019,,,,,,,,100.0,,
"Hong Kong SAR, China",2018,,,,,,,,100.0,,
"Hong Kong SAR, China",2017,,,,,,,,100.0,,
"Hong Kong SAR, China",2016,,,,,,,,100.0,,
"Hong Kong SAR, China",2015,,,,,,,,100.0,,
"Hong Kong SAR, China",2014,,,,,,,,100.0,,
"Hong Kong SAR, China",2013,,,,,,,,100.0,,
"Hong Kong SAR, China",2012,,,,,,,,100.0,,
"Hong Kong SAR, China",2011,,,,,,,,100.0,,
"Hong Kong SAR, China",2010,,,,,,,,100.0,,
"Hong Kong SAR, China",2009,,,,,,,,100.0,,
"Hong Kong SAR, China",2008,,,,,,,,100.0,,
"Hong Kong SAR, China",2007,,,,,,,,100.0,,
"Hong Kong SAR, China",2006,,,,,,,,100.0,,
"Hong Kong SAR, China",2005,,,,,,,,100.0,,
"Hong Kong SAR, China",2004,,,,,,,,100.0,,
"Hong Kong SAR, China",2003,,,,,,,,100.0,,
"Hong Kong SAR, China",2002,,,,,,,,100.0,,
"Hong Kong SAR, China",2001,,,,,,,,100.0,,
"Hong Kong SAR, China",2000,,,,,,,,100.0,,
"Hong Kong SAR, China",1999,,,,,,,,100.0,,
"Hong Kong SAR, China",1998,,,,,,,,100.0,,
"Hong Kong SAR, China",1997,,,,,,,,100.0,,
"Hong Kong SAR, China",1996,,,,,,,,100.0,,
"Hong Kong SAR, China",1995,,,,,,,,100.0,,
"Hong Kong SAR, China",1994,,,,,,,,100.0,,
"Hong Kong SAR, China",1993,,,,,,,,100.0,,
"Hong Kong SAR, China",1992,,,,,,,,99.979,,
"Hong Kong SAR, China",1991,,,,,,,,99.832,,
"Hong Kong SAR, China",1990,,,,,,,,99.517,,
Indonesia,2020,,,,,,,,56.641,,
Indonesia,2019,,,,,,,,55.985,,
Indonesia,2018,,,,,,,,55.325,,
Indonesia,2017,,,,,,,,54.659,,
Indonesia,2016,,,,,,,,53.989,,
Indonesia,2015,,,,,,,,53.313,,
Indonesia,2014,,,,,,,,52.635,,
Indonesia,2013,,,,,,,,51.955,,
Indonesia,2012,,,,,,,,51.276,,
Indonesia,2011,,,,,,,,50.595,,
Indonesia,2010,,,,,,,,49.914,,
Indonesia,2009,,,,,,,,49.134,,
Indonesia,2008,,,,,,,,48.335,,
Indonesia,2007,,,,,,,,47.535,,
Indonesia,2006,,,,,,,,46.738,,
Indonesia,2005,,,,,,,,45.942,,
Indonesia,2004,,,,,,,,45.149,,
Indonesia,2003,,,,,,,,44.356,,
Indonesia,2002,,,,,,,,43.568,,
Indonesia,2001,,,,,,,,42.783,,
Indonesia,2000,,,,,,,,42.002,,
Indonesia,1999,,,,,,,,40.792,,
Indonesia,1998,,,,,,,,39.593,,
Indonesia,1997,,,,,,,,38.406,,
Indonesia,1996,,,,,,,,37.235,,
Indonesia,1995,,,,,,,,36.076,,
Indonesia,1994,,,,,,,,34.933,,
Indonesia,1993,,,,,,,,33.808,,
Indonesia,1992,,,,,,,,32.703,,
Indonesia,1991,,,,,,,,31.613,,
Indonesia,1990,,,,,,,,30.584,,
